age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,capital,income
52,Private,160703,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,0,>50K
23,Private,256211,Some-college,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,24,Vietnam,0,<=50K
44,Private,118536,9th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,<=50K
50,Private,189107,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
40,Private,168538,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,>50K
43,State-gov,60949,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
58,Self-emp-not-inc,231818,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,Greece,0,<=50K
50,Private,121038,Assoc-voc,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,0,<=50K
73,Private,88594,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,0,<=50K
31,Private,307543,10th,Never-married,Transport-moving,Own-child,White,Male,99,Cuba,0,<=50K
41,Private,223062,Some-college,Separated,Other-service,Not-in-family,Black,Male,40,United-States,0,<=50K
28,Local-gov,50512,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,2202,<=50K
46,State-gov,27243,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,7688,>50K
34,?,35595,Bachelors,Married-civ-spouse,?,Husband,White,Male,30,United-States,0,<=50K
51,?,146325,HS-grad,Married-civ-spouse,?,Husband,White,Male,28,United-States,0,<=50K
54,Local-gov,108739,11th,Widowed,Protective-serv,Unmarried,Black,Female,40,United-States,0,<=50K
37,Private,189922,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,0,>50K
21,Private,197182,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
31,Private,83413,HS-grad,Never-married,Sales,Own-child,White,Male,40,United-States,0,<=50K
33,Private,117963,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,55,United-States,0,<=50K
32,Self-emp-not-inc,65278,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
39,Private,183898,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,60,Germany,7688,>50K
18,Private,282394,Some-college,Never-married,Sales,Own-child,Black,Female,21,United-States,0,<=50K
30,Private,206051,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
20,Private,123901,HS-grad,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0,<=50K
28,Private,285294,Bachelors,Married-civ-spouse,Sales,Wife,Black,Female,45,United-States,15024,>50K
22,Private,73203,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
45,Private,54314,9th,Never-married,Other-service,Not-in-family,White,Male,20,United-States,0,<=50K
38,Self-emp-inc,314007,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,78,United-States,0,<=50K
39,Private,156667,HS-grad,Never-married,Other-service,Not-in-family,White,Male,18,United-States,0,<=50K
27,Private,197905,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,<=50K
57,Local-gov,121111,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
43,Private,226902,Bachelors,Divorced,Machine-op-inspct,Other-relative,White,Male,40,United-States,0,<=50K
69,Private,177374,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,12,United-States,1848,<=50K
39,Private,159168,Assoc-voc,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,-3004,>50K
54,Self-emp-not-inc,224207,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,50,United-States,6849,<=50K
56,Private,294209,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,48,United-States,0,<=50K
23,Private,27881,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,66,United-States,0,<=50K
35,?,186489,11th,Married-civ-spouse,?,Husband,White,Male,40,United-States,-2603,<=50K
37,Private,166497,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,0,<=50K
21,?,187581,Some-college,Never-married,?,Own-child,White,Female,40,United-States,0,<=50K
22,Private,340217,Some-college,Never-married,Sales,Not-in-family,White,Female,20,United-States,0,<=50K
48,Self-emp-not-inc,79001,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0,<=50K
32,Private,312667,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,55,United-States,2174,<=50K
62,Self-emp-inc,163234,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,-1902,>50K
37,Private,330826,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,0,<=50K
29,Private,105694,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,United-States,0,<=50K
44,Private,889965,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,30,United-States,3137,<=50K
27,Local-gov,177072,Some-college,Never-married,Prof-specialty,Other-relative,White,Male,16,United-States,0,<=50K
30,Self-emp-not-inc,176185,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,Iran,0,<=50K
51,Self-emp-inc,139127,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,50,United-States,0,<=50K
51,Self-emp-not-inc,74160,Masters,Divorced,Prof-specialty,Unmarried,White,Male,60,United-States,0,>50K
32,Private,260954,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,-2042,<=50K
70,?,207627,HS-grad,Married-civ-spouse,?,Husband,White,Male,24,United-States,2228,<=50K
55,Self-emp-not-inc,218456,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,50,Hungary,0,<=50K
27,Private,248402,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,40,United-States,0,<=50K
25,Private,208999,Some-college,Separated,Adm-clerical,Own-child,White,Male,40,United-States,0,<=50K
31,Private,103772,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
57,Private,172291,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,40,United-States,0,<=50K
41,Private,173307,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,43,United-States,0,<=50K
49,Self-emp-not-inc,43479,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
33,Private,520033,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,<=50K
29,Private,472344,5th-6th,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,0,<=50K
50,Private,164198,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,45,United-States,15024,>50K
24,Private,117959,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,4386,>50K
39,Private,157641,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
52,Private,145155,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
47,?,111563,Assoc-voc,Divorced,?,Not-in-family,White,Male,40,United-States,0,<=50K
44,Private,191893,HS-grad,Never-married,Other-service,Own-child,White,Female,24,United-States,0,<=50K
50,Federal-gov,183611,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,<=50K
43,Federal-gov,175669,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,<=50K
50,Self-emp-not-inc,42402,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,-2415,>50K
54,Local-gov,288825,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0,<=50K
43,Private,146770,HS-grad,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
34,Private,156464,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,85,England,0,>50K
48,Private,239058,12th,Widowed,Handlers-cleaners,Unmarried,White,Female,50,United-States,0,<=50K
55,Private,200217,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
35,Private,231180,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,0,<=50K
41,Private,104196,Some-college,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,0,<=50K
30,?,33811,Bachelors,Married-civ-spouse,?,Wife,Other,Female,40,Taiwan,0,>50K
57,Self-emp-inc,180211,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,Taiwan,0,>50K
45,Private,144086,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
17,Private,52012,11th,Never-married,Other-service,Own-child,White,Female,15,United-States,0,<=50K
46,Local-gov,93639,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,<=50K
39,Private,343476,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0,<=50K
37,Private,253420,HS-grad,Separated,Other-service,Unmarried,Black,Female,25,United-States,0,<=50K
49,Local-gov,331650,Masters,Divorced,Prof-specialty,Unmarried,White,Female,32,United-States,9562,>50K
17,Private,33138,12th,Never-married,Sales,Own-child,White,Male,40,United-States,0,<=50K
23,Private,223019,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
34,Local-gov,210164,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1740,<=50K
54,Private,104501,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,15024,>50K
36,Local-gov,379672,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,Female,60,United-States,0,<=50K
43,Self-emp-not-inc,37869,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,-1977,>50K
42,State-gov,105804,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,<=50K
34,?,317219,Some-college,Married-civ-spouse,?,Wife,White,Female,20,United-States,0,>50K
18,Private,127827,12th,Never-married,Sales,Own-child,White,Female,25,United-States,0,<=50K
22,Private,97508,HS-grad,Never-married,Other-service,Own-child,White,Male,50,United-States,0,<=50K
26,Private,302097,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,3464,<=50K
33,Private,91666,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
37,State-gov,166744,HS-grad,Married-spouse-absent,Other-service,Unmarried,White,Female,20,United-States,0,<=50K
20,Private,260199,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0,<=50K
22,?,186452,Some-college,Never-married,?,Own-child,White,Male,36,United-States,0,<=50K
33,Private,118710,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0,<=50K
34,Federal-gov,23940,Some-college,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
47,Private,188195,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
53,Local-gov,179237,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
67,?,184506,11th,Married-civ-spouse,?,Husband,White,Male,3,United-States,-419,<=50K
34,Private,183778,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
42,Local-gov,226902,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,>50K
23,Private,218445,5th-6th,Never-married,Priv-house-serv,Unmarried,White,Female,12,Mexico,0,<=50K
24,Private,330571,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0,<=50K
21,?,107801,Some-college,Never-married,?,Own-child,White,Female,6,United-States,0,<=50K
41,Private,353541,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,<=50K
38,Private,149347,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
47,Local-gov,232149,Masters,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,0,<=50K
55,Private,123436,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
49,Private,148398,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0,<=50K
23,Private,373628,Bachelors,Never-married,Other-service,Own-child,White,Female,20,United-States,0,<=50K
39,Private,200598,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,<=50K
31,Private,176711,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
40,Private,237671,Some-college,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,0,>50K
43,Private,197093,Bachelors,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,<=50K
40,Private,235523,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0,<=50K
49,Local-gov,321851,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,30,United-States,0,<=50K
57,Local-gov,118481,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,-1902,>50K
58,Local-gov,489085,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,0,<=50K
46,Private,197731,Assoc-voc,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40,United-States,0,<=50K
51,Private,96062,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,-1977,>50K
39,Private,107991,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,0,>50K
47,Private,386136,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
40,Private,124692,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
37,Private,32719,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,0,>50K
39,Private,278632,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
28,Private,133625,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0,<=50K
59,Self-emp-not-inc,190997,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,0,<=50K
44,Local-gov,83286,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0,>50K
62,Private,584259,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,0,<=50K
21,Private,161051,Some-college,Never-married,Tech-support,Own-child,Black,Female,4,United-States,0,<=50K
37,Private,387430,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,37,United-States,0,<=50K
18,Private,100863,12th,Never-married,Sales,Own-child,White,Female,15,United-States,0,<=50K
19,?,28967,Some-college,Never-married,?,Not-in-family,White,Male,40,United-States,0,<=50K
42,Private,240628,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0,>50K
36,Self-emp-not-inc,258289,HS-grad,Never-married,Craft-repair,Own-child,White,Male,35,United-States,0,<=50K
18,?,103497,Some-college,Never-married,?,Own-child,White,Female,30,United-States,0,<=50K
28,Private,257283,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,<=50K
38,Private,51100,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,3325,<=50K
42,Private,112607,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,<=50K
26,Private,301563,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
20,Private,229414,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,30,United-States,0,<=50K
21,Private,210053,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
32,Private,200323,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,<=50K
30,?,96851,Some-college,Never-married,?,Not-in-family,White,Female,25,United-States,-1719,<=50K
72,Self-emp-inc,172407,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,99999,>50K
30,Private,91145,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
35,Private,438176,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,65,United-States,0,<=50K
57,Private,279636,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,>50K
25,Private,186294,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,0,<=50K
57,?,176897,HS-grad,Married-civ-spouse,?,Husband,White,Male,60,United-States,0,<=50K
43,Private,198203,Some-college,Married-spouse-absent,Other-service,Not-in-family,Black,Female,40,United-States,0,<=50K
21,Private,34506,HS-grad,Separated,Other-service,Own-child,White,Female,35,United-States,0,<=50K
31,Private,120672,11th,Divorced,Handlers-cleaners,Other-relative,Black,Male,40,United-States,-1721,<=50K
57,Self-emp-not-inc,253267,5th-6th,Separated,Other-service,Unmarried,White,Female,35,Cuba,0,<=50K
75,?,260543,10th,Widowed,?,Other-relative,Asian-Pac-Islander,Female,1,China,0,<=50K
23,State-gov,251325,Some-college,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,8,?,0,<=50K
24,Private,201680,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
25,Self-emp-not-inc,217030,HS-grad,Never-married,Other-service,Unmarried,White,Female,30,United-States,0,<=50K
26,Private,126829,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
36,Private,32334,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,0,>50K
35,Private,176900,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
67,?,274451,7th-8th,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,<=50K
31,Private,574005,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,44,United-States,0,>50K
46,Local-gov,303918,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,96,United-States,7688,>50K
38,Private,217926,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0,<=50K
38,Private,96185,HS-grad,Divorced,Other-service,Unmarried,Black,Female,32,United-States,0,<=50K
27,Private,292883,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,0,<=50K
46,Private,216164,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
25,Private,419658,HS-grad,Never-married,Other-service,Own-child,White,Female,8,United-States,0,<=50K
31,Private,157289,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,52,United-States,0,<=50K
26,Private,205109,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
60,Private,162151,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,0,<=50K
45,Self-emp-inc,191776,Masters,Divorced,Sales,Unmarried,White,Female,42,United-States,25236,>50K
28,Private,65078,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
38,Private,447346,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,36,United-States,0,>50K
30,Private,296897,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,<=50K
17,Private,36801,10th,Never-married,Other-service,Own-child,White,Female,18,United-States,0,<=50K
54,State-gov,198186,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,38,United-States,0,<=50K
57,Self-emp-not-inc,56480,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,United-States,0,<=50K
51,Private,192588,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,35,Philippines,0,<=50K
25,Local-gov,84224,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
43,Self-emp-inc,314739,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,92,United-States,0,>50K
37,Private,119929,HS-grad,Never-married,Sales,Not-in-family,White,Male,47,United-States,0,<=50K
29,Private,184596,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,3942,<=50K
50,Private,89041,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,15024,>50K
33,Private,251421,Assoc-acdm,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,0,<=50K
35,Private,272944,Bachelors,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0,<=50K
36,Private,195385,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
48,Private,206357,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,44,United-States,0,<=50K
35,Private,350103,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,<=50K
22,Private,105043,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0,<=50K
37,Private,109133,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Portugal,0,<=50K
63,Private,287277,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0,<=50K
43,Self-emp-not-inc,277647,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,0,<=50K
55,Self-emp-inc,298449,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,-2179,<=50K
35,Private,343403,Doctorate,Married-civ-spouse,Tech-support,Wife,White,Female,20,?,0,<=50K
51,Private,257126,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
38,Self-emp-not-inc,109133,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0,>50K
26,Private,142081,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,Mexico,0,<=50K
28,Local-gov,201099,HS-grad,Never-married,Transport-moving,Own-child,Black,Female,40,United-States,0,<=50K
61,Private,190955,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,7688,>50K
23,Private,221955,9th,Never-married,Handlers-cleaners,Other-relative,White,Male,39,Mexico,0,<=50K
29,Self-emp-not-inc,103432,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0,<=50K
43,Self-emp-inc,214503,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,-1887,>50K
47,Self-emp-not-inc,102359,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,United-States,0,<=50K
52,Self-emp-not-inc,42984,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,0,>50K
44,Private,33521,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
34,Private,37284,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
38,Private,222450,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,<=50K
63,Self-emp-not-inc,147589,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0,>50K
45,Self-emp-not-inc,40666,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,2885,<=50K
19,?,199495,Some-college,Never-married,?,Own-child,White,Male,60,United-States,0,<=50K
26,Private,181772,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
46,Private,155489,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,>50K
26,Private,358975,Some-college,Never-married,Priv-house-serv,Not-in-family,White,Female,50,Hungary,0,<=50K
74,Private,188709,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,99999,>50K
41,Private,192712,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,0,<=50K
38,Private,342448,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,0,>50K
20,Private,270436,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
53,Private,113176,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,United-States,2597,<=50K
56,Private,245215,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,<=50K
37,?,299090,HS-grad,Divorced,?,Not-in-family,White,Female,30,United-States,0,<=50K
24,Private,399449,Bachelors,Never-married,Sales,Own-child,White,Female,40,United-States,0,<=50K
52,Private,23780,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,-1977,>50K
27,Private,401508,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0,<=50K
37,Private,175232,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
52,Local-gov,187830,HS-grad,Divorced,Tech-support,Unmarried,White,Male,36,United-States,4934,>50K
64,?,140237,Preschool,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,<=50K
47,Private,151267,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,15024,>50K
33,Private,180656,5th-6th,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Guatemala,0,<=50K
41,Private,207578,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,India,0,>50K
45,Private,229516,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,72,Mexico,0,<=50K
59,?,254765,Some-college,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,>50K
45,Private,234652,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,<=50K
30,Private,117393,HS-grad,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,<=50K
51,Self-emp-inc,210736,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,10520,>50K
28,Private,395022,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,<=50K
35,Private,146042,Some-college,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
41,Private,147206,12th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,>50K
39,Private,179016,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,United-States,0,<=50K
46,Private,188386,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,15024,>50K
38,Private,313914,Bachelors,Separated,Farming-fishing,Unmarried,White,Female,45,United-States,0,<=50K
33,?,49593,Some-college,Married-civ-spouse,?,Wife,Black,Female,30,United-States,0,<=50K
70,Self-emp-not-inc,355536,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,24,United-States,0,<=50K
28,Private,93235,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
60,Self-emp-not-inc,121076,Doctorate,Divorced,Sales,Not-in-family,White,Male,20,United-States,0,<=50K
31,Private,118901,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0,<=50K
77,Self-emp-not-inc,101575,12th,Divorced,Transport-moving,Not-in-family,White,Male,12,United-States,0,<=50K
22,Private,268525,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,<=50K
29,Private,100405,10th,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,40,United-States,0,<=50K
42,Self-emp-inc,204598,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,80,United-States,3464,<=50K
39,Private,116477,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0,<=50K
32,Private,340940,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
26,Private,190916,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
23,Private,182615,Some-college,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,<=50K
